date,match_id,team_1_name,team_1_goalsScored,team_1_halfTimeGoalsScored,team_1_cornerCount,team_1_shots,team_1_shotsOnTarget,team_1_foulsConceded,team_1_yellowConceded,team_1_redConceded,team_1_result,team_1_goalsConceded,team_1_halfTimeGoalsConceded,team_1_cornersConceded,team_1_shotsConceded,team_1_shotsOnTargetConceded,team_1_foulsReceived,team_1_yellowOpponent,team_1_redOpponent,team_1_home_or_away,team_1_average_goalsScored_last_five,team_1_average_halfTimeGoalsScored_last_five,team_1_average_cornerCount_last_five,team_1_average_shots_last_five,team_1_average_shotsOnTarget_last_five,team_1_average_foulsConceded_last_five,team_1_average_yellowConceded_last_five,team_1_average_redConceded_last_five,team_1_average_result_last_five,team_1_average_goalsConceded_last_five,team_1_average_halfTimeGoalsConceded_last_five,team_1_average_cornersConceded_last_five,team_1_average_shotsConceded_last_five,team_1_average_shotsOnTargetConceded_last_five,team_1_average_foulsReceived_last_five,team_1_average_yellowOpponent_last_five,team_1_average_redOpponent_last_five,team_1_promoted,team_1_win_streak_before_match,team_1_unbeaten_streak_before_match,team_2_name,team_2_goalsScored,team_2_halfTimeGoalsScored,team_2_cornerCount,team_2_shots,team_2_shotsOnTarget,team_2_foulsConceded,team_2_yellowConceded,team_2_redConceded,team_2_result,team_2_goalsConceded,team_2_halfTimeGoalsConceded,team_2_cornersConceded,team_2_shotsConceded,team_2_shotsOnTargetConceded,team_2_foulsReceived,team_2_yellowOpponent,team_2_redOpponent,team_2_home_or_away,team_2_average_goalsScored_last_five,team_2_average_halfTimeGoalsScored_last_five,team_2_average_cornerCount_last_five,team_2_average_shots_last_five,team_2_average_shotsOnTarget_last_five,team_2_average_foulsConceded_last_five,team_2_average_yellowConceded_last_five,team_2_average_redConceded_last_five,team_2_average_result_last_five,team_2_average_goalsConceded_last_five,team_2_average_halfTimeGoalsConceded_last_five,team_2_average_cornersConceded_last_five,team_2_average_shotsConceded_last_five,team_2_average_shotsOnTargetConceded_last_five,team_2_average_foulsReceived_last_five,team_2_average_yellowOpponent_last_five,team_2_average_redOpponent_last_five,team_2_promoted,team_2_win_streak_before_match,team_2_unbeaten_streak_before_match
2006-05-01,215721,West Brom,0,0,9,16,4,8,0,0,0.0,1,1,6,10,5,15,0,0,Home,0.2,0.0,3.4,7.4,2.2,10.2,0.8,0.0,0.4,1.6,1.0,5.0,11.4,5.8,12.6,0.6,0.0,0,0,0,West Ham,1,1,6,10,5,15,0,0,3.0,0,0,9,16,4,8,0,0,Away,0.6,0.4,7.8,11.0,6.0,12.8,0.6,0.2,0.8,1.6,0.8,4.6,10.6,4.8,7.4,0.6,0.4,1,0,0
2008-08-23,216512,West Brom,1,0,11,14,4,11,3,0,0.0,2,0,5,9,7,14,1,0,Home,0.4,0.2,4.2,8.2,3.0,11.6,0.6,0.0,0.4,1.4,0.8,7.4,15.6,9.8,14.8,0.2,0.0,1,0,0,Everton,2,0,5,9,7,14,1,0,3.0,1,0,11,14,4,11,3,0,Away,1.4,0.4,5.0,12.2,6.4,8.8,1.2,0.0,0.8,1.6,0.4,5.4,8.0,4.2,11.4,1.8,0.0,0,0,0
2008-09-13,216531,West Brom,3,2,8,13,8,9,1,0,3.0,2,2,8,21,13,18,1,0,Home,0.6,0.2,6.4,10.6,4.8,12.2,1.4,0.0,0.4,1.2,0.4,7.8,16.6,10.6,14.8,0.8,0.0,1,0,1,West Ham,2,2,8,21,13,18,1,0,0.0,3,2,8,13,8,9,1,0,Away,1.8,1.2,5.6,10.8,5.4,13.8,2.0,0.2,1.4,2.2,1.0,6.4,13.8,7.4,16.0,1.8,0.2,0,1,1
2008-09-21,216544,West Brom,1,1,5,10,6,22,3,0,0.0,2,2,6,10,5,16,3,0,Home,1.2,0.6,6.2,10.0,5.6,12.4,1.6,0.0,1.0,1.4,0.6,8.2,18.8,12.2,15.4,1.0,0.0,1,1,2,Aston Villa,2,2,6,10,5,16,3,0,3.0,1,1,5,10,6,22,3,0,Away,2.0,0.4,7.2,10.8,7.0,11.0,1.2,0.0,1.6,1.6,0.4,7.4,12.4,6.2,12.6,1.4,0.0,0,1,2
2008-10-04,216557,West Brom,1,0,8,13,8,10,2,0,3.0,0,0,6,14,5,13,1,0,Home,1.2,0.6,7.4,12.6,6.8,14.2,2.6,0.0,1.4,1.2,0.8,7.4,16.0,9.4,16.0,1.8,0.0,1,1,1,Fulham,0,0,6,14,5,13,1,0,0.0,1,0,8,13,8,10,2,0,Away,1.0,0.8,4.8,13.2,6.4,12.8,1.4,0.2,1.2,1.2,0.6,4.8,12.2,6.6,10.6,1.4,0.0,0,0,0
2008-10-25,216578,West Brom,0,0,14,24,16,12,1,0,0.0,3,0,5,16,10,13,2,0,Home,1.2,0.6,6.0,11.2,6.6,13.6,2.2,0.0,1.8,1.6,0.8,9.2,17.0,10.0,14.4,1.4,0.0,1,0,0,Hull,3,0,5,16,10,13,2,0,3.0,0,0,14,24,16,12,1,0,Away,1.6,0.6,2.8,9.2,4.8,12.2,1.4,0.0,2.6,0.8,0.0,8.6,17.8,8.4,11.8,1.6,0.2,1,3,5
2008-11-01,216602,West Brom,2,0,2,15,8,13,3,0,1.0,2,1,3,9,5,18,2,1,Home,0.6,0.0,7.8,14.2,7.8,12.0,2.4,0.0,1.2,1.8,0.4,8.8,16.0,9.4,12.8,1.0,0.0,1,0,0,Blackburn,2,1,3,9,5,18,2,1,1.0,2,0,2,15,8,13,3,0,Away,1.0,0.6,6.0,9.4,4.4,15.2,2.6,0.0,1.0,1.4,0.4,5.2,9.0,4.2,9.2,0.6,0.0,0,0,0
2008-11-15,216621,West Brom,0,0,3,13,3,7,0,0,0.0,3,3,10,15,9,10,3,0,Home,0.6,0.0,6.4,12.6,6.4,11.6,2.0,0.0,0.2,2.8,1.0,6.6,12.8,8.8,13.0,1.2,0.2,1,0,0,Chelsea,3,3,10,15,9,10,3,0,3.0,0,0,3,13,3,7,0,0,Away,3.0,1.2,5.8,19.4,10.8,11.0,1.2,0.0,2.4,0.2,0.2,3.4,6.8,3.0,12.4,1.6,0.0,0,3,3
2008-12-07,216653,West Brom,1,1,3,14,8,11,1,0,1.0,1,0,5,6,3,12,2,0,Home,0.6,0.0,4.2,11.4,4.8,8.4,1.2,0.0,0.2,2.2,1.2,5.2,12.2,8.0,11.4,1.6,0.2,1,0,0,Portsmouth,1,0,5,6,3,12,2,0,1.0,1,1,3,14,8,11,1,0,Away,1.6,0.2,6.8,12.0,6.6,9.6,0.8,0.0,1.6,1.4,0.4,7.8,11.0,5.4,10.0,1.4,0.0,0,1,4
2008-12-21,216672,West Brom,2,0,5,12,7,10,2,0,3.0,1,0,7,11,7,9,1,0,Home,0.4,0.2,5.2,13.2,5.6,9.2,1.0,0.0,0.2,2.2,1.2,5.2,12.6,7.6,9.8,1.4,0.0,1,0,0,Man City,1,0,7,11,7,9,1,0,0.0,2,0,5,12,7,10,2,0,Away,1.2,0.8,4.8,11.2,5.6,12.8,1.2,0.0,1.0,1.0,0.6,6.0,11.4,6.2,10.4,2.2,0.2,0,0,0
2008-12-28,216690,West Brom,2,0,8,17,11,13,3,0,3.0,0,0,4,4,3,12,2,1,Home,0.8,0.2,6.4,12.6,6.4,9.8,1.4,0.0,0.8,2.0,1.0,5.2,14.6,8.8,9.2,1.0,0.0,1,0,0,Tottenham,0,0,4,4,3,12,2,1,0.0,2,0,8,17,11,13,3,0,Away,0.6,0.2,5.0,13.4,7.4,9.8,0.8,0.0,1.0,0.6,0.2,5.6,10.2,6.6,11.6,2.0,0.0,0,0,1
2009-01-17,216709,West Brom,3,1,5,12,8,13,0,0,3.0,0,0,3,9,3,4,2,1,Home,1.0,0.0,7.2,11.6,6.4,12.2,1.6,0.0,1.2,1.8,1.4,5.8,15.0,9.6,9.6,1.2,0.2,1,0,0,Middlesbrough,0,0,3,9,3,4,2,1,0.0,3,1,5,12,8,13,0,0,Away,0.4,0.4,4.0,8.6,3.6,14.2,1.4,0.0,0.4,1.4,0.4,7.8,17.0,9.6,12.0,1.6,0.0,0,0,1
2009-01-27,216716,West Brom,0,0,5,10,4,11,5,1,0.0,5,2,4,17,10,7,2,0,Home,1.6,0.2,6.0,11.2,6.8,12.0,1.2,0.0,1.8,1.0,0.8,6.2,13.6,8.2,8.8,1.4,0.4,1,1,1,Man Utd,5,2,4,17,10,7,2,0,3.0,0,0,5,10,4,11,5,1,Away,1.4,0.4,7.0,16.8,10.6,9.0,1.6,0.0,3.0,0.0,0.0,4.0,8.6,3.2,12.2,2.6,0.2,0,5,10
2009-02-07,216739,West Brom,2,1,3,13,7,7,2,0,0.0,3,3,4,10,7,11,2,0,Home,1.6,0.2,6.2,12.2,7.2,13.2,2.6,0.2,1.4,1.8,1.0,5.8,13.4,8.2,9.6,1.8,0.4,1,0,1,Newcastle,3,3,4,10,7,11,2,0,3.0,2,1,3,13,7,7,2,0,Away,1.0,0.4,4.2,11.6,6.6,10.2,2.0,0.2,0.4,2.6,1.0,4.8,13.6,8.6,13.8,1.6,0.0,0,0,1
2009-03-03,216765,West Brom,1,1,3,8,4,19,4,0,0.0,3,3,4,16,8,14,0,0,Home,0.8,0.2,4.8,12.2,6.4,10.8,2.6,0.2,0.2,2.8,1.4,6.2,14.6,8.8,10.2,1.4,0.0,1,0,0,Arsenal,3,3,4,16,8,14,0,0,3.0,1,1,3,8,4,19,4,0,Away,0.2,0.0,8.4,11.6,6.0,9.8,1.6,0.2,1.0,0.2,0.0,5.0,8.0,3.2,12.2,1.4,0.0,0,0,13
2009-03-21,216791,West Brom,1,0,8,11,4,10,2,0,1.0,1,0,4,14,11,12,1,0,Home,0.6,0.4,4.0,10.8,5.8,12.0,1.8,0.0,0.2,2.0,1.4,5.2,13.0,6.8,11.0,0.8,0.0,1,0,1,Bolton,1,0,4,14,11,12,1,0,1.0,1,0,8,11,4,10,2,0,Away,0.8,0.6,3.8,11.0,7.2,14.6,0.8,0.0,1.2,1.8,0.6,8.6,16.2,9.6,10.6,1.6,0.0,0,0,0
2009-04-04,216801,West Brom,0,0,6,12,9,10,2,0,0.0,2,1,3,9,6,10,1,0,Home,0.4,0.2,5.0,10.4,5.2,12.6,1.8,0.0,0.4,1.6,0.8,5.2,13.8,7.6,11.2,0.6,0.0,1,0,2,Stoke,2,1,3,9,6,10,1,0,3.0,0,0,6,12,9,10,2,0,Away,1.6,0.2,5.8,8.8,4.0,12.8,1.8,0.0,1.6,1.4,0.6,4.6,12.6,7.8,10.2,1.2,0.0,1,1,1
2009-04-25,216830,West Brom,3,1,6,15,9,9,0,0,3.0,0,0,3,9,5,14,1,0,Home,1.0,0.2,5.8,13.8,8.2,10.8,1.6,0.0,0.6,1.8,0.8,3.4,12.8,7.2,13.2,1.4,0.0,1,0,0,Sunderland,0,0,3,9,5,14,1,0,0.0,3,1,6,15,9,9,0,0,Away,0.6,0.4,6.4,9.4,5.6,8.8,2.0,0.2,0.6,1.4,0.8,6.0,14.8,7.4,12.6,2.0,0.0,0,1,1
2009-05-09,216850,West Brom,3,1,5,12,10,12,2,0,3.0,1,1,3,11,4,8,0,0,Home,1.4,0.4,6.0,15.0,9.8,10.0,1.2,0.0,0.8,1.8,1.0,4.4,13.2,7.0,12.8,1.4,0.0,1,0,0,Wigan,1,1,3,11,4,8,0,0,0.0,3,1,5,12,10,12,2,0,Away,0.4,0.2,6.6,14.8,6.8,13.0,1.8,0.0,0.8,2.0,0.4,3.8,12.2,6.0,13.4,1.8,0.0,0,0,1
2009-05-17,216864,West Brom,0,0,11,12,7,13,2,0,0.0,2,1,5,16,10,4,0,0,Home,2.0,0.6,5.8,15.0,10.0,10.4,1.2,0.0,1.4,1.6,1.0,4.4,13.6,6.6,12.4,1.2,0.0,1,1,1,Liverpool,2,1,5,16,10,4,0,0,3.0,0,0,11,12,7,13,2,0,Away,3.4,1.4,7.6,21.2,11.0,10.6,1.0,0.0,2.6,1.0,0.2,1.6,6.6,4.0,11.6,2.0,0.4,0,3,9
2010-08-21,217270,West Brom,1,0,4,11,5,16,2,0,3.0,0,0,6,10,4,12,2,0,Home,0.6,0.2,6.6,11.4,6.6,10.6,1.2,0.0,0.8,2.0,1.0,4.8,14.2,8.2,8.4,0.4,0.2,1,0,0,Sunderland,0,0,6,10,4,12,2,0,0.0,1,0,4,11,5,16,2,0,Away,1.2,1.0,4.4,10.6,5.0,14.6,2.8,0.8,1.4,1.2,0.4,4.0,12.8,7.0,11.8,1.8,0.2,0,0,1
2010-09-11,217291,West Brom,1,1,9,15,8,12,2,0,1.0,1,1,4,16,9,9,1,0,Home,0.2,0.0,6.2,12.0,5.2,11.6,1.0,0.2,0.8,1.8,0.6,5.0,13.0,7.8,9.8,0.6,0.2,1,0,0,Tottenham,1,1,4,16,9,9,1,0,1.0,1,1,9,15,8,12,2,0,Away,1.0,0.8,8.2,13.4,9.6,9.8,1.4,0.0,1.4,1.2,0.4,6.0,13.0,7.8,12.6,1.4,0.0,0,0,0
2010-09-18,217302,West Brom,3,0,5,16,10,11,1,0,3.0,1,1,0,6,3,8,1,0,Home,0.4,0.2,5.8,12.6,5.4,11.4,1.0,0.2,1.0,1.6,0.6,4.8,13.0,7.6,10.8,0.8,0.2,1,0,1,Birmingham,1,1,0,6,3,8,1,0,0.0,3,0,5,16,10,11,1,0,Away,1.4,0.2,4.2,11.4,5.4,13.0,2.8,0.0,1.2,1.4,0.4,5.4,10.4,5.6,13.8,2.0,0.4,0,0,4
2010-10-02,217320,West Brom,1,0,7,17,9,8,3,0,1.0,1,0,4,10,5,10,2,0,Home,1.6,0.2,5.6,12.6,6.6,12.2,1.6,0.2,2.0,1.0,0.4,6.6,13.4,7.0,10.6,1.6,0.0,1,2,3,Bolton,1,0,4,10,5,10,2,0,1.0,1,0,7,17,9,8,3,0,Away,1.8,0.6,5.6,11.6,7.6,14.4,2.2,0.4,1.2,2.0,0.8,7.6,14.8,8.2,14.4,2.0,0.0,0,0,2
2010-10-23,217340,West Brom,2,2,7,14,7,3,0,0,3.0,1,1,5,9,3,8,0,0,Home,2.0,0.2,5.4,12.4,6.8,10.4,2.2,0.0,1.8,1.4,0.8,5.4,14.4,7.6,10.4,1.8,0.0,1,0,5,Fulham,1,1,5,9,3,8,0,0,0.0,2,2,7,14,7,3,0,0,Away,1.0,0.4,4.0,12.4,4.4,10.2,1.6,0.0,1.2,1.0,0.6,5.4,10.8,5.0,14.0,2.2,0.2,0,0,0
2010-11-07,217365,West Brom,0,0,6,13,7,15,3,1,0.0,2,2,1,9,5,16,4,1,Home,1.8,0.4,4.4,11.4,5.6,9.0,2.2,0.4,1.6,1.6,0.8,7.2,16.0,7.4,11.8,1.8,0.0,1,0,0,Man City,2,2,1,9,5,16,4,1,3.0,0,0,6,13,7,15,3,1,Away,1.4,0.4,5.8,11.2,6.8,11.0,2.2,0.2,1.8,1.6,0.6,4.6,12.2,5.4,9.8,2.0,0.0,0,0,0
2010-11-20,217392,West Brom,0,0,8,15,8,10,0,0,0.0,3,0,3,6,4,9,0,0,Home,1.0,0.6,5.4,13.0,6.2,9.8,1.4,0.6,0.8,1.6,1.0,5.0,12.0,5.0,13.2,2.0,0.2,1,0,0,Stoke,3,0,3,6,4,9,0,0,3.0,0,0,8,15,8,10,0,0,Away,1.2,0.2,6.0,11.8,5.4,10.6,2.0,0.0,1.2,1.4,0.4,5.0,13.6,7.6,11.4,1.2,0.2,0,2,2
2010-12-05,217413,West Brom,3,1,7,20,12,11,0,0,3.0,1,0,3,11,7,9,5,0,Home,1.2,0.6,5.6,12.2,6.0,12.2,1.4,0.4,0.8,1.8,0.8,3.4,9.6,4.4,12.4,1.8,0.4,1,1,1,Newcastle,1,0,3,11,7,9,5,0,0.0,3,1,7,20,12,11,0,0,Away,0.8,0.4,4.0,8.0,3.2,11.4,2.0,0.2,1.0,1.6,0.8,5.4,12.6,8.6,14.8,2.0,0.2,1,0,1
2010-12-28,217441,West Brom,1,1,8,21,11,9,1,1,0.0,3,1,5,6,4,13,3,1,Home,1.6,0.6,7.4,13.6,7.2,12.2,1.2,0.2,1.2,1.8,0.6,3.8,9.4,5.2,9.0,1.4,0.2,1,0,0,Blackburn,3,1,5,6,4,13,3,1,3.0,1,1,8,21,11,9,1,1,Away,1.2,0.4,6.8,10.8,6.6,10.4,1.6,0.0,0.8,2.4,0.6,5.2,11.8,7.4,11.8,2.6,0.2,0,0,0
2011-01-01,217452,West Brom,1,1,4,17,8,8,1,0,0.0,2,1,5,5,3,13,3,0,Home,1.8,0.8,7.4,14.8,7.8,12.0,1.4,0.4,1.2,1.8,0.8,4.2,9.4,5.2,9.8,2.0,0.4,1,0,0,Man Utd,2,1,5,5,3,13,3,0,3.0,1,1,4,17,8,8,1,0,Away,2.6,1.2,6.0,14.0,9.4,8.6,0.6,0.0,2.6,0.4,0.0,2.8,7.6,3.4,11.2,2.6,0.4,0,0,23
2011-01-15,217470,West Brom,3,1,4,18,11,10,1,0,3.0,2,1,4,9,2,11,2,0,Home,0.6,0.4,7.2,15.2,7.2,9.6,1.2,0.2,0.0,2.4,1.0,5.6,8.2,4.8,9.8,1.4,0.2,1,0,0,Blackpool,2,1,4,9,2,11,2,0,0.0,3,1,4,18,11,10,1,0,Away,1.2,0.2,3.2,11.8,7.4,8.0,0.6,0.0,1.8,0.8,0.6,7.8,16.8,7.6,9.6,1.2,0.0,1,1,1
2011-02-01,217493,West Brom,2,1,8,21,10,13,4,0,1.0,2,2,5,11,7,12,5,0,Home,1.0,0.6,5.8,18.4,10.8,8.4,1.0,0.2,0.6,2.4,1.0,6.0,9.8,5.4,9.6,1.6,0.2,1,0,0,Wigan,2,2,5,11,7,12,5,0,1.0,2,1,8,21,10,13,4,0,Away,0.6,0.0,3.6,9.8,5.0,13.4,2.6,0.2,0.4,1.6,0.4,6.8,15.0,8.4,9.8,1.4,0.0,0,0,0
2011-02-12,217517,West Brom,3,3,4,15,11,12,2,0,1.0,3,0,9,18,11,13,3,0,Home,1.0,0.4,6.6,18.4,10.8,9.6,1.8,0.0,0.8,2.4,1.6,6.6,12.4,7.2,9.4,1.6,0.0,1,0,0,West Ham,3,0,9,18,11,13,3,0,1.0,3,3,4,15,11,12,2,0,Away,1.0,0.8,4.2,12.2,7.2,12.0,2.2,0.2,0.8,2.4,1.2,8.2,12.6,7.4,9.4,0.4,0.0,0,0,0
2011-02-20,217521,West Brom,1,0,12,19,11,6,0,0,1.0,1,1,1,6,2,6,0,0,Home,1.6,1.0,6.6,19.0,12.2,10.2,2.0,0.0,1.0,2.4,1.4,7.0,13.6,8.2,10.6,2.2,0.0,1,0,1,Wolves,1,1,1,6,2,6,0,0,1.0,1,0,12,19,11,6,0,0,Away,1.0,0.6,5.2,8.0,4.2,7.6,1.2,0.0,0.6,2.2,0.8,6.4,14.8,9.0,13.6,1.2,0.0,0,0,0
2011-03-19,217550,West Brom,2,1,2,4,3,9,1,0,1.0,2,0,7,18,11,7,3,0,Home,1.6,0.6,5.4,15.2,9.4,10.4,1.4,0.0,1.2,1.8,0.8,5.8,10.4,5.8,11.4,1.8,0.0,1,1,4,Arsenal,2,0,7,18,11,7,3,0,1.0,2,1,2,4,3,9,1,0,Away,1.8,1.2,4.8,14.4,7.8,12.6,2.0,0.2,2.2,1.0,0.2,6.8,7.0,3.8,11.0,2.6,0.0,0,0,11
2011-04-02,217559,West Brom,2,0,0,17,14,10,2,0,3.0,1,0,5,13,9,15,3,0,Home,2.0,0.8,4.2,12.6,8.2,10.2,1.2,0.0,1.4,1.6,0.2,5.6,11.4,6.2,10.2,2.2,0.0,1,0,5,Liverpool,1,0,5,13,9,15,3,0,0.0,2,0,0,17,14,10,2,0,Away,1.6,0.8,6.2,11.8,6.2,9.4,1.6,0.0,2.0,1.0,0.4,4.4,10.8,5.0,11.8,2.0,0.2,0,2,2
2011-04-16,217577,West Brom,1,1,3,12,6,7,1,0,0.0,3,3,5,19,11,10,0,0,Home,2.2,0.4,1.4,11.6,8.2,10.8,1.4,0.0,2.2,1.4,0.4,5.6,10.6,6.2,11.4,2.8,0.0,1,2,7,Chelsea,3,3,5,19,11,10,0,0,3.0,1,1,3,12,6,7,1,0,Away,1.8,0.4,10.0,18.4,11.2,11.2,1.6,0.0,2.6,0.6,0.4,3.2,11.0,5.4,10.6,2.0,0.2,0,1,6
2011-04-30,217599,West Brom,2,0,3,8,4,12,3,1,3.0,1,1,7,11,6,12,1,0,Home,2.0,0.8,1.6,11.0,7.0,9.2,1.2,0.0,1.6,2.0,1.2,6.6,15.2,8.8,10.0,2.0,0.0,1,0,1,Aston Villa,1,1,7,11,6,12,1,0,0.0,2,0,3,8,4,12,3,1,Away,1.2,0.6,8.4,11.8,6.0,10.2,1.0,0.0,1.6,1.0,0.8,4.6,8.8,5.2,11.8,2.2,0.0,0,0,4
2011-05-14,217619,West Brom,1,1,2,14,9,15,2,0,3.0,0,0,12,23,10,9,2,1,Home,1.8,0.6,2.6,11.2,5.6,9.2,1.4,0.2,1.4,2.2,1.8,7.2,14.0,8.0,9.8,1.6,0.0,1,0,0,Everton,0,0,12,23,10,9,2,1,0.0,1,1,2,14,9,15,2,0,Away,1.6,0.6,7.2,8.8,5.0,11.4,2.2,0.0,2.0,0.6,0.4,7.2,12.2,7.4,13.4,1.6,0.0,0,1,2
2011-08-14,217643,West Brom,1,1,6,14,8,16,3,0,0.0,2,1,5,11,5,9,2,0,Home,1.8,0.4,3.2,11.8,6.0,10.2,1.4,0.2,1.6,1.8,1.2,9.0,16.4,9.0,8.6,1.4,0.2,0,0,2,Man Utd,2,1,5,11,5,9,2,0,3.0,1,1,6,14,8,16,3,0,Away,1.6,0.6,8.0,14.4,8.4,9.6,1.6,0.0,2.0,1.0,0.4,3.2,10.6,5.0,10.8,2.4,0.0,0,1,3
2011-08-28,217664,West Brom,0,0,5,16,7,9,0,0,0.0,1,0,1,7,1,12,0,0,Home,1.4,0.6,4.4,12.2,6.8,10.8,2.0,0.0,0.8,2.0,1.0,7.8,17.0,9.4,8.8,1.8,0.2,0,0,0,Stoke,1,0,1,7,1,12,0,0,3.0,0,0,5,16,7,9,0,0,Away,0.8,0.4,4.0,9.6,4.4,10.0,1.8,0.0,1.0,1.2,0.4,4.2,14.0,8.2,10.0,1.6,0.2,0,0,2
2011-09-24,217691,West Brom,0,0,1,8,5,6,0,0,1.0,0,0,1,18,9,14,3,0,Home,0.6,0.6,5.2,12.6,7.2,10.6,2.2,0.0,0.6,1.6,0.6,3.2,12.8,5.6,9.4,1.2,0.0,0,0,0,Fulham,0,0,1,18,9,14,3,0,1.0,0,0,1,8,5,6,0,0,Away,0.8,0.2,6.6,12.8,8.2,9.0,1.8,0.0,0.6,1.4,0.8,5.4,13.0,6.6,13.0,2.0,0.0,0,0,2
2011-10-16,217714,West Brom,2,1,2,17,11,14,0,0,3.0,0,0,11,13,10,12,1,0,Home,0.6,0.6,4.2,11.6,6.4,9.6,0.8,0.0,1.0,1.2,0.8,2.4,12.2,5.4,9.8,1.4,0.0,0,0,2,Wolves,0,0,11,13,10,12,1,0,0.0,2,1,2,17,11,14,0,0,Away,0.4,0.0,5.6,12.4,6.4,8.4,2.6,0.0,0.2,1.8,1.2,8.2,14.6,8.0,12.0,2.2,0.0,0,0,0
2011-10-29,217731,West Brom,0,0,3,10,6,12,1,0,0.0,2,2,10,17,7,9,0,0,Home,1.2,0.8,4.6,10.6,6.4,10.0,1.0,0.0,1.6,1.2,1.0,4.8,10.6,6.2,10.0,1.8,0.2,0,2,4,Liverpool,2,2,10,17,7,9,0,0,3.0,0,0,3,10,6,12,1,0,Away,1.2,0.6,7.0,14.6,8.0,9.4,1.8,0.4,1.6,1.4,0.2,3.4,13.8,7.8,10.0,2.0,0.2,0,0,4
2011-11-19,217751,West Brom,2,1,7,16,9,12,1,0,3.0,1,1,5,8,6,12,0,0,Home,1.2,0.8,3.6,10.2,5.8,11.8,0.8,0.0,1.4,1.6,1.4,7.0,11.4,6.2,10.6,1.0,0.2,0,0,0,Bolton,1,1,5,8,6,12,0,0,0.0,2,1,7,16,9,12,1,0,Away,2.0,0.8,4.8,14.2,9.6,12.6,1.8,0.2,1.2,2.2,1.0,7.0,16.2,10.2,11.8,2.6,0.0,0,1,1
2011-11-26,217762,West Brom,1,1,1,9,5,11,2,0,0.0,3,1,10,23,14,13,1,0,Home,1.2,0.6,4.2,12.0,7.0,11.6,1.0,0.0,1.8,1.4,1.2,6.6,10.6,6.0,11.2,0.6,0.2,0,1,1,Tottenham,3,1,10,23,14,13,1,0,3.0,1,1,1,9,5,11,2,0,Away,2.4,1.6,4.6,14.0,9.0,9.4,0.8,0.0,2.6,1.0,0.2,7.0,14.8,8.8,10.8,1.4,0.0,0,4,9
2011-12-10,217781,West Brom,1,1,13,13,8,9,1,0,0.0,2,1,2,7,4,7,1,0,Home,0.8,0.4,3.4,11.8,6.8,11.2,1.4,0.0,0.8,2.0,1.4,6.4,14.8,7.6,10.6,0.2,0.0,0,0,1,Wigan,2,1,2,7,4,7,1,0,3.0,1,1,13,13,8,9,1,0,Away,1.2,0.8,5.6,13.2,7.0,13.0,1.8,0.0,0.8,2.6,1.2,3.2,11.8,8.0,12.4,3.0,0.2,0,0,0
2011-12-26,217811,West Brom,0,0,5,7,3,8,0,0,1.0,0,0,9,18,9,8,1,0,Home,1.6,0.8,5.4,12.8,7.4,9.8,1.4,0.0,1.4,1.8,0.8,5.6,16.4,9.4,8.6,0.8,0.0,0,2,2,Man City,0,0,9,18,9,8,1,0,1.0,0,0,5,7,3,8,0,0,Away,2.2,1.0,5.4,14.0,9.6,11.8,2.0,0.4,2.0,0.8,0.4,5.0,9.8,5.2,8.8,2.0,0.0,0,2,2
2012-01-01,217824,West Brom,0,0,2,10,2,10,0,0,0.0,1,0,7,13,8,8,2,0,Home,1.4,0.6,6.2,12.4,7.0,9.2,1.0,0.0,1.6,1.2,0.6,5.4,15.4,8.4,7.6,0.8,0.0,0,0,3,Everton,1,0,7,13,8,8,2,0,3.0,0,0,2,10,2,10,0,0,Away,0.6,0.0,8.4,13.6,5.8,11.8,1.0,0.0,1.0,0.8,0.6,4.0,8.4,4.8,10.2,1.2,0.0,0,0,3
2012-01-14,217842,West Brom,1,0,10,16,8,6,0,0,0.0,2,1,5,7,4,14,1,0,Home,1.0,0.4,4.4,10.4,4.2,10.4,1.2,0.0,1.4,1.0,0.2,8.6,17.8,11.2,7.0,1.0,0.0,0,0,0,Norwich,2,1,5,7,4,14,1,0,3.0,1,0,10,16,8,6,0,0,Away,1.2,0.6,3.6,12.8,6.8,10.2,1.0,0.0,1.2,1.4,0.6,6.4,17.0,8.8,7.6,1.2,0.2,1,1,2
2012-02-04,217871,West Brom,1,0,8,18,11,11,2,0,0.0,2,0,7,15,8,6,1,0,Home,0.8,0.2,5.4,12.8,5.8,9.4,1.0,0.0,0.8,1.2,0.2,7.8,12.6,7.0,8.2,0.8,0.0,0,0,2,Swansea,2,0,7,15,8,6,1,0,3.0,1,0,8,18,11,11,2,0,Away,1.4,0.6,4.8,9.8,5.2,7.8,1.4,0.0,1.6,1.2,0.6,6.8,12.6,6.0,10.4,1.4,0.2,1,0,1
2012-02-25,217890,West Brom,4,2,7,18,13,6,1,0,3.0,0,0,0,10,4,8,1,0,Home,2.0,0.4,6.8,18.0,10.4,9.0,0.4,0.0,1.4,1.4,0.4,7.4,11.0,5.8,8.4,0.8,0.0,0,1,1,Sunderland,0,0,0,10,4,8,1,0,0.0,4,2,7,18,13,6,1,0,Away,1.4,0.6,3.8,7.6,3.8,7.4,1.0,0.0,1.8,0.6,0.2,5.2,12.6,6.4,9.6,1.0,0.2,0,0,0
